date,value
2023-11-05,10007.131
2023-11-04,4870.162
2023-11-03,2938.25
2023-11-02,662.497
2023-11-01,9578.568
2023-10-31,7576.268
2023-10-30,6714.268
2023-10-29,5777.979
2023-10-28,10891.578
2023-10-27,9317.287
2023-10-26,5632.553
2023-10-25,6739.092
2023-10-24,12952.301
2023-10-23,8925.217
2023-10-22,6846.192
2023-10-21,4947.776
2023-10-20,14640.597
2023-10-19,10493.52
2023-10-18,3516.411
2023-10-17,11250.438
2023-10-16,11072.279
2023-10-15,14253.565
2023-10-14,5052.252
2023-10-13,9330.839
2023-10-12,9129.285
2023-10-11,13268.748
2023-10-10,12433.105
2023-10-09,10977.563
2023-10-08,4686.231
2023-10-07,7200.642
2023-10-06,8624.242
2023-10-05,8338.372
2023-10-04,10283.336
2023-10-03,10178.937
2023-10-02,7960.965
2023-10-01,14585.457
2023-09-30,9212.892
2023-09-29,10270.084
2023-09-28,6654.742
2023-09-27,7096.509
2023-09-26,7100.504
2023-09-25,5801.598
2023-09-24,9964.854
2023-09-23,10105.652
2023-09-22,11625.602
2023-09-21,10883.663
2023-09-20,715.526
2023-09-19,7344.666
2023-09-18,7136.209
2023-09-17,2249.003
2023-09-16,2595.432
2023-09-15,13102.908
2023-09-14,12008.509
2023-09-13,7948.217
2023-09-12,7103.331
2023-09-11,10518.009
2023-09-10,4671.504
2023-09-09,7955.485
2023-09-08,5526.312
2023-09-07,4823.21
2023-09-06,4875.228
2023-09-05,7992.594
2023-09-04,9553.673
2023-09-03,12618.03
2023-09-02,9909.518
2023-09-01,12408.256
2023-08-31,9774.852
2023-08-30,11636.574
2023-08-29,7664.71
2023-08-28,8910.293
2023-08-27,10922.483
2023-08-26,10125.851
2023-08-25,9948.396
2023-08-24,16179.797
2023-08-23,11357.449
2023-08-22,5583.453
2023-08-21,5108.882
2023-08-20,14269.678
2023-08-19,7535.132
2023-08-18,10906.273
2023-08-17,3594.293
2023-08-16,10634.246
2023-08-15,14034.444
2023-08-14,13390.039
2023-08-13,10773.312
2023-08-12,3831.42
2023-08-11,9149.734
2023-08-10,7722.85
2023-08-09,9466.182
2023-08-08,10113.68
2023-08-07,14823.608
2023-08-06,7976.773
2023-08-05,4968.529
2023-08-04,11041.76
2023-08-03,6096.087
2023-08-02,9340.647
2023-08-01,6901.367
2023-07-31,13400.866
2023-07-30,2086.12
2023-07-29,3946.513
2023-07-28,13432.784
2023-07-27,8733.346
2023-07-26,3923.511
2023-07-25,8548.049
2023-07-24,8970.22
2023-07-23,22152.97
2023-07-22,11144.893
2023-07-21,17417.82
2023-07-20,3988.512
2023-07-19,14510.468
2023-07-18,8635.909
2023-07-17,7377.228
2023-07-16,6720.216
2023-07-15,6731.127
2023-07-14,8627.056
2023-07-13,10752.107
2023-07-12,10187.057
2023-07-11,7073.302
2023-07-10,8990.394
2023-07-09,7356.445
2023-07-08,11688.06
2023-07-07,6103.13
2023-07-06,11533.462
2023-07-05,8376.886
2023-07-04,7048.159
2023-07-03,8225.782
2023-07-02,14688.446
2023-07-01,9369.15
2023-06-30,9146.58
2023-06-29,15683.021
2023-06-28,9564.663
2023-06-27,10066.414
2023-06-26,6675.014
2023-06-25,17798.186
2023-06-24,17046.908
2023-06-23,5997.389
2023-06-22,5191.565
2023-06-21,9983.868
2023-06-20,5587.579
2023-06-19,7667.809
2023-06-18,5431.546
2023-06-17,4529.102
2023-06-16,10162.759
2023-06-15,13441.578
2023-06-14,2418.259
2023-06-13,7342.371
2023-06-12,9847.444
2023-06-11,461.278
2023-06-10,9607.14
2023-06-09,11978.234
2023-06-08,8114.551
2023-06-07,11855.084
2023-06-06,11070.846
2023-06-05,13374.681
2023-06-04,15216.996
2023-06-03,6933.943
2023-06-02,15789.087
2023-06-01,14729.488
2023-05-31,15485.026
2023-05-30,6238.864
2023-05-29,9165.245
2023-05-28,11210.019
2023-05-27,7860.09
2023-05-26,20554.494
2023-05-25,10781.768
2023-05-24,9190.059
2023-05-23,10635.642
2023-05-22,14810.233
2023-05-21,10475.791
2023-05-20,7438.66
2023-05-19,10322.528
2023-05-18,10578.015
2023-05-17,12619.722
2023-05-16,8047.887
2023-05-15,9728.957
2023-05-14,7193.689
2023-05-13,4494.947
2023-05-12,9104.988
2023-05-11,8046.85
2023-05-10,11133.077
2023-05-09,8139.557
2023-05-08,5264.862
2023-05-07,15303.764
2023-05-06,5743.992
2023-05-05,6374.082
2023-05-04,10073.076
2023-05-03,9496.136
2023-05-02,3595.102
2023-05-01,6225.032
2023-04-30,1378.023
2023-04-29,2970.473
2023-04-28,8973.866
2023-04-27,17700.324
2023-04-26,6325.431
2023-04-25,14351.026
2023-04-24,8114.059
2023-04-23,6981.659
2023-04-22,7063.991
2023-04-21,11248.387
2023-04-20,12201.384
2023-04-19,14151.731
2023-04-18,12159.178
2023-04-17,8446.811
2023-04-16,14559.85
2023-04-15,5925.569
2023-04-14,9049.639
2023-04-13,6530.93
2023-04-12,8436.427
2023-04-11,8300.177
2023-04-10,9196.085
2023-04-09,22684.57
2023-04-08,14298.495
2023-04-07,9581.014
2023-04-06,583.317
2023-04-05,291.295
2023-04-04,4236.251
2023-04-03,13828.447
2023-04-02,7746.471
2023-04-01,7339.053
2023-03-31,10096.948
2023-03-30,9154.711
2023-03-29,8465.517
2023-03-28,11840.161
2023-03-27,12990.912
2023-03-26,6552.66
2023-03-25,7762.524
2023-03-24,15605.943
2023-03-23,4602.991
2023-03-22,12134.338
2023-03-21,10694.745
2023-03-20,9332.053
2023-03-19,13088.787
2023-03-18,764.196
2023-03-17,11175.436
2023-03-16,8083.349
2023-03-15,5588.784
2023-03-14,11345.195
2023-03-13,9426.723
2023-03-12,11134.603
2023-03-11,8549.005
2023-03-10,8037.033
2023-03-09,465.889
2023-03-08,6709.504
2023-03-07,5296.304
2023-03-06,8661.845
2023-03-05,1815.329
2023-03-04,14157.179
2023-03-03,8505.037
2023-03-02,14564.776
2023-03-01,8257.684
2023-02-28,9282.226
2023-02-27,9076.247
2023-02-26,7943.579
2023-02-25,4694.8
2023-02-24,12111.254
2023-02-23,10052.188
2023-02-22,8975.023
2023-02-21,12114.024
2023-02-20,9771.365
2023-02-19,12524.243
2023-02-18,14917.648
2023-02-17,9262.074
2023-02-16,407.523
2023-02-15,8770.436
2023-02-14,11847.419
2023-02-13,10380.375
2023-02-12,3437.511
2023-02-11,3886.499
2023-02-10,13064.177
2023-02-09,7665.961
2023-02-08,9335.976
2023-02-07,11091.533
2023-02-06,7636.18
2023-02-05,14462.551
2023-02-04,2549.015
2023-02-03,14837.246
2023-02-02,9538.964
2023-02-01,9181.351
2023-01-31,11523.365
2023-01-30,7964.329
2023-01-29,10084.445
2023-01-28,13681.437
2023-01-27,15194.16
2023-01-26,13059.308
2023-01-25,7481.93
2023-01-24,10235.187
2023-01-23,7719.228
2023-01-22,8662.626
2023-01-21,4714.451
2023-01-20,6733.921
2023-01-19,11979.793
2023-01-18,11175.798
2023-01-17,5805.763
2023-01-16,8160.469
2023-01-15,7211.536
2023-01-14,1591.591
2023-01-13,6896.181
2023-01-12,14350.275
2023-01-11,10765.858
2023-01-10,7638.142
2023-01-09,6821.39
2023-01-08,11746.084
2023-01-07,1039.51
2023-01-06,9888.748
2023-01-05,13714.592
2023-01-04,3964.085
2023-01-03,4499.39
2023-01-02,15640.85
2023-01-01,7574.702
2022-12-31,1121.596
2022-12-30,892.677
2022-12-29,10587.891
2022-12-28,488.882
2022-12-27,5894.083
2022-12-26,6292.899
2022-12-25,891.32
2022-12-24,8677.847
2022-12-23,10325.666
2022-12-22,13079.983
2022-12-21,3855.849
2022-12-20,15564.141
2022-12-19,735.77
2022-12-18,7561.468
2022-12-17,2340.964
2022-12-16,10733.021
2022-12-15,5342.199
2022-12-14,9371.368
2022-12-13,7016.483
2022-12-12,8598.937
2022-12-11,11162.022
2022-12-10,11189.33
2022-12-09,10154.439
2022-12-08,12607.727
2022-12-07,11387.271
2022-12-06,13952.729
2022-12-05,0
2022-12-04,171.436
2022-12-03,1035.151
2022-12-02,8273.031
2022-12-01,12880.497
2022-11-30,11600.745
2022-11-29,7870.488
2022-11-28,7564.232
2022-11-27,8315.57
2022-11-26,9062.91
2022-11-25,14102.177
2022-11-24,5958.748
2022-11-23,8358.933
2022-11-22,9206.835
2022-11-21,7542.231
2022-11-20,10291.665
2022-11-19,4771.571
2022-11-18,15700.73
2022-11-17,7275.019
2022-11-16,5651.752
2022-11-15,6918.446
2022-11-14,14452.355
2022-11-13,10834.146
2022-11-12,8368.101
2022-11-11,14862.489
2022-11-10,6032.002
2022-11-09,11907.452
2022-11-08,9015.293
2022-11-07,7873.563
2022-11-06,7239.953
2022-11-05,3735.471
2022-11-04,10810.847
2022-11-03,4399.455
2022-11-02,7905.097
2022-11-01,2834.972
2022-10-31,7815.153
2022-10-30,3008.113
2022-10-29,4181.9
2022-10-28,11781.306
2022-10-27,13066.553
2022-10-26,4777.439
2022-10-25,4853.419
2022-10-24,8042.036
2022-10-23,7708.698
2022-10-22,4693.534
2022-10-21,4158.316
2022-10-20,6270.475
2022-10-19,5016.683
2022-10-18,8236.393
2022-10-17,6635.865
2022-10-16,12119.9
2022-10-15,6099.766
2022-10-14,10085.167
2022-10-13,3822.432
2022-10-12,2254.815
2022-10-11,5998.067
2022-10-10,5999.52
2022-10-09,1818.96
2022-10-08,3078.577
2022-10-07,7061.547
2022-10-06,11104.421
2022-10-05,8958.661
2022-10-04,7907.124
2022-10-03,10739.659
2022-10-02,11785.086
2022-10-01,7728.188
2022-09-30,12101.625
2022-09-29,11924.172
2022-09-28,6307.33
2022-09-27,9901.598
2022-09-26,9816.953
2022-09-25,14645.003
2022-09-24,6586.94
2022-09-23,5784.277
2022-09-22,2387.749
2022-09-21,3065.027
2022-09-20,4176.927
2022-09-19,249.889
2022-09-18,1846.604
2022-09-17,7866.657
2022-09-16,10619.148
2022-09-15,13381.42
2022-09-14,16008.398
2022-09-13,7541.714
2022-09-12,6196.381
2022-09-11,12197.329
2022-09-10,13558.42
2022-09-09,9940.188
2022-09-08,4120.518
2022-09-07,5514.812
2022-09-06,7245.249
2022-09-05,8138.252
2022-09-04,11367.352
2022-09-03,7899.494
2022-09-02,5892.735
2022-09-01,13372.157
2022-08-31,11205.063
2022-08-30,14049.524
2022-08-29,14237.735
2022-08-28,11536.501
2022-08-27,10267.148
2022-08-26,14021.715
2022-08-25,9451.479
2022-08-24,8987.66
2022-08-23,16739.695
2022-08-22,8580.82
2022-08-21,17066.168
2022-08-20,5444.877
2022-08-19,11276.782
2022-08-18,12554.182
2022-08-17,8127.878
2022-08-16,20298.908
2022-08-15,9338.662
2022-08-14,14499.059
2022-08-13,11586.437
2022-08-12,20430.059
2022-08-11,4903.507
2022-08-10,14915.448
2022-08-09,11371.231
2022-08-08,13180.932
2022-08-07,14760.091
2022-08-06,6978.01
2022-08-05,12146.882
2022-08-04,15161.259
2022-08-03,14133.222
2022-08-02,8443.388
2022-08-01,8136.086
2022-07-31,24838.441
2022-07-30,4576.459
2022-07-29,14801.582
2022-07-28,9189.966
2022-07-27,1906.132
2022-07-26,608.015
2022-07-25,251.342
2022-07-24,324.711
2022-07-23,348.744
2022-07-22,14857.067
2022-07-21,9953.975
2022-07-20,10589.79
2022-07-19,12257.099
2022-07-18,14738.159
2022-07-17,5441.628
2022-07-16,7896.937
2022-07-15,7240.755
2022-07-14,8775.687
2022-07-13,11169.404
2022-07-12,8412.738
2022-07-11,14856.606
2022-07-10,2994.311
2022-07-09,9768.413
2022-07-08,4584.449
2022-07-07,19046.838
2022-07-06,6494.721
2022-07-05,16390.785
2022-07-04,6373.044
2022-07-03,18651.992
2022-07-02,5859.321
2022-07-01,15198.291
2022-06-30,5668.467
2022-06-29,14558.182
2022-06-28,13143.986
2022-06-27,7321.496
2022-06-26,8584.364
2022-06-25,8901.361
2022-06-24,4856.571
2022-06-23,8998.969
2022-06-22,13874.935
2022-06-21,8637.91
2022-06-20,14521.298
2022-06-19,15363.051
2022-06-18,1186.246
2022-06-17,9339.474
2022-06-16,19251.168
2022-06-15,8598.209
2022-06-14,13236.289
2022-06-13,5133.865
2022-06-12,14401.762
2022-06-11,15523.299
2022-06-10,8753.785
2022-06-09,11678.749
2022-06-08,3744.705
2022-06-07,10760.52
2022-06-06,5634.127
2022-06-05,5277.456
2022-06-04,6038.524
2022-06-03,3715.649
2022-06-02,3660.44
2022-06-01,99.52
2022-05-31,2754.593
2022-05-30,1437.589
2022-05-29,3776.603
2022-05-28,3104.302
2022-05-27,7233.457
2022-05-26,20810.785
2022-05-25,9815.046
2022-05-24,10125.323
2022-05-23,13819.506
2022-05-22,4477.082
2022-05-21,819.404
2022-05-20,271.682
2022-05-19,8111.267
2022-05-18,2034.708
2022-05-17,9126.796
2022-05-16,8354.925
2022-05-15,4666.535
2022-05-14,5505.715
2022-05-13,11407.743
2022-05-12,7501.662
2022-05-11,7433.816
2022-05-10,9876.456
2022-05-09,10491.086
2022-05-08,5045.003
2022-05-07,3486.099
2022-05-06,1670.77
2022-05-05,498.325
2022-05-04,994.472
2022-05-03,2280.239
2022-05-02,5873.122
2022-05-01,1670.771
2022-04-30,174.341
2022-04-29,9649.573
2022-04-28,7132.643
2022-04-27,12488.63
2022-04-26,9866.504
2022-04-25,17179.262
2022-04-24,19014.645
2022-04-23,5136.793
2022-04-22,8249.54
2022-04-21,13041.625
2022-04-20,18928.75
2022-04-19,9675.462
2022-04-18,9164.716
2022-04-17,406.796
2022-04-16,12210.038
2022-04-15,11645.351
2022-04-14,4990.31
2022-04-13,15254.493
2022-04-12,9541.762
2022-04-11,21641.975
2022-04-10,13501.944
2022-04-09,12108.122
2022-04-08,9677.079
2022-04-07,14149.071
2022-04-06,4977.201
2022-04-05,8001.272
2022-04-04,10882.832
2022-04-03,16164.903
2022-04-02,5497.08
2022-04-01,7790.252
2022-03-31,15135.938
2022-03-30,9691.672
2022-03-29,3406.917
2022-03-28,13743.435
2022-03-27,5738.933
2022-03-26,9363.045
2022-03-25,9830.027
2022-03-24,17674.896
2022-03-23,10849.005
2022-03-22,2729.893
2022-03-21,13646.808
2022-03-20,15425.628
2022-03-19,5185.959
2022-03-18,10115.855
2022-03-17,15209.832
2022-03-16,5994.356
2022-03-15,5834.374
2022-03-14,10446.987
2022-03-13,10411.507
2022-03-12,5253.424
2022-03-11,5029.019
2022-03-10,9928.658
2022-03-09,7778.779
2022-03-08,6008.74
2022-03-07,16777.088
2022-03-06,10174.694
2022-03-05,5966.377
2022-03-04,4731.187
2022-03-03,215.021
2022-03-02,5189.786
2022-03-01,9973.944
2022-02-28,10457.848
2022-02-27,11073.126
2022-02-26,8457.348
2022-02-25,12393.085
2022-02-24,5329.594
2022-02-23,7053.711
2022-02-22,5361.842
2022-02-21,7024.671
2022-02-20,3597.493
2022-02-19,11795.131
2022-02-18,1860.368
2022-02-17,16032.232
2022-02-16,9667.354
2022-02-15,6392.108
2022-02-14,15205.086
2022-02-13,3997.951
2022-02-12,14011.227
2022-02-11,11581.184
2022-02-10,14974.088
2022-02-09,8081.937
2022-02-08,9304.638
2022-02-07,5973.452
2022-02-06,10410.289
2022-02-05,5548.009
2022-02-04,5921.585
2022-02-03,14573.411
2022-02-02,6317.693
2022-02-01,4761.407
2022-01-31,7121.205
2022-01-30,8470.097
2022-01-29,2160.976
2022-01-28,8886.631
2022-01-27,9898.791
2022-01-26,8504.498
2022-01-25,8882.829
2022-01-24,9552.324
2022-01-23,4810.648
2022-01-22,2007.83
2022-01-21,15751.708
2022-01-20,15430.288
2022-01-19,1441.222
2022-01-18,13804.723
2022-01-17,9822.209
2022-01-16,8828.936
2022-01-15,11328.146
2022-01-14,14189.188
2022-01-13,11383.378
2022-01-12,8255.484
2022-01-11,10155.083
2022-01-10,17684.97
2022-01-09,9805.618
2022-01-08,2280.964
2022-01-07,7475.466
2022-01-06,9289.943
2022-01-05,9103.795
2022-01-04,6419.671
2022-01-03,10026.808
2022-01-02,5119.603
2022-01-01,14080.551
2021-12-31,1014.085
2021-12-30,873.159
2021-12-29,1740.507
2021-12-28,6135.36
2021-12-27,424.23
2021-12-26,860.81
2021-12-25,1208.766
2021-12-24,5151.12
2021-12-23,9495.79
2021-12-22,5578.474
2021-12-21,12457.228
2021-12-20,6324.663
2021-12-19,11415.333
2021-12-18,804.876
2021-12-17,4745.283
2021-12-16,15853.531
2021-12-15,5633.456
2021-12-14,10591.274
2021-12-13,5930.741
2021-12-12,13494.519
2021-12-11,1256.71
2021-12-10,4767.396
2021-12-09,7263.21
2021-12-08,9239.873
2021-12-07,9242.029
2021-12-06,10179.888
2021-12-05,10960.402
2021-12-04,12342.816
2021-12-03,7419.153
2021-12-02,9453.59
2021-12-01,9379.984
2021-11-30,16916.629
2021-11-29,9538.634
2021-11-28,11560.226
2021-11-27,13015.459
2021-11-26,9135.333
2021-11-25,6727.684
2021-11-24,3756.992
2021-11-23,11222.942
2021-11-22,13729.334
2021-11-21,6725.231
2021-11-20,1120.869
2021-11-19,12985.552
2021-11-18,14114.693
2021-11-17,14171.967
2021-11-16,3622.936
2021-11-15,13690.323
2021-11-14,9950.139
2021-11-13,11125.063
2021-11-12,10703.192
2021-11-11,6592.717
