date,value
2023-06-14,3329
2023-06-13,9296
2023-06-12,12280
2023-06-11,635
2023-06-10,12250
2023-06-09,15132
2023-06-08,10843
2023-06-07,15378
2023-06-06,14911
2023-06-05,16538
2023-06-04,20632
2023-06-03,8872
2023-06-02,20547
2023-06-01,19805
2023-05-31,20386
2023-05-30,7616
2023-05-29,11835
2023-05-28,15042
2023-05-27,10715
2023-05-26,26745
2023-05-25,14685
2023-05-24,12216
2023-05-23,14538
2023-05-22,20132
2023-05-21,14027
2023-05-20,9969
2023-05-19,13487
2023-05-18,14449
2023-05-17,16799
2023-05-16,10979
2023-05-15,13222
2023-05-14,9130
2023-05-13,6184
2023-05-12,11444
2023-05-11,9728
2023-05-10,13924
2023-05-09,10152
2023-05-08,6455
2023-05-07,19864
2023-05-06,7368
2023-05-05,8043
2023-05-04,12431
2023-05-03,11912
2023-05-02,4833
2023-05-01,8016
2023-04-30,1897
2023-04-29,4069
2023-04-28,12080
2023-04-27,23644
2023-04-26,7737
2023-04-25,18548
2023-04-24,9870
2023-04-23,8823
2023-04-22,8658
2023-04-21,15046
2023-04-20,16304
2023-04-19,17998
2023-04-18,16198
2023-04-17,10514
2023-04-16,19867
2023-04-15,7591
2023-04-14,11671
2023-04-13,8006
2023-04-12,10392
2023-04-11,10468
2023-04-10,11340
2023-04-09,30856
2023-04-08,18629
2023-04-07,12180
2023-04-06,803
2023-04-05,401
2023-04-04,5541
2023-04-03,18047
2023-04-02,10076
2023-04-01,9171
2023-03-31,13116
2023-03-30,12430
2023-03-29,11517
2023-03-28,16086
2023-03-27,16452
2023-03-26,8265
2023-03-25,9962
2023-03-24,19498
2023-03-23,5629
2023-03-22,15900
2023-03-21,14277
2023-03-20,12656
2023-03-19,17001
2023-03-18,1052
2023-03-17,15105
2023-03-16,10495
2023-03-15,7197
2023-03-14,15379
2023-03-13,12848
2023-03-12,15328
2023-03-11,11115
2023-03-10,10507
2023-03-09,641
2023-03-08,8479
2023-03-07,6724
2023-03-06,11626
2023-03-05,2499
2023-03-04,19119
2023-03-03,11374
2023-03-02,19858
2023-03-01,11279
2023-02-28,12778
2023-02-27,11894
2023-02-26,10562
2023-02-25,6273
2023-02-24,16436
2023-02-23,13087
2023-02-22,11408
2023-02-21,16334
2023-02-20,12960
2023-02-19,17241
2023-02-18,19989
2023-02-17,12604
2023-02-16,561
2023-02-15,11044
2023-02-14,15910
2023-02-13,14141
2023-02-12,4578
2023-02-11,5051
2023-02-10,17634
2023-02-09,9624
2023-02-08,12197
2023-02-07,14470
2023-02-06,10184
2023-02-05,19886
2023-02-04,3509
2023-02-03,19551
2023-02-02,12156
2023-02-01,12599
2023-01-31,15487
2023-01-30,10146
2023-01-29,13882
2023-01-28,18834
2023-01-27,20655
2023-01-26,17894
2023-01-25,9751
2023-01-24,13664
2023-01-23,9955
2023-01-22,11923
2023-01-21,6217
2023-01-20,8559
2023-01-19,16193
2023-01-18,13793
2023-01-17,7863
2023-01-16,10912
2023-01-15,9920
2023-01-14,2191
2023-01-13,9493
2023-01-12,19753
2023-01-11,14819
2023-01-10,10431
2023-01-09,8841
2023-01-08,14879
2023-01-07,1431
2023-01-06,12870
2023-01-05,18557
2023-01-04,5457
2023-01-03,6171
2023-01-02,20689
2023-01-01,10405
2022-12-31,1544
2022-12-30,1228
2022-12-29,14574
2022-12-28,673
2022-12-27,8009
2022-12-26,8642
2022-12-25,1227
2022-12-24,11946
2022-12-23,14192
2022-12-22,17727
2022-12-21,5308
2022-12-20,21023
2022-12-19,1012
2022-12-18,9644
2022-12-17,2930
2022-12-16,13679
2022-12-15,7208
2022-12-14,11816
2022-12-13,9067
2022-12-12,11043
2022-12-11,15282
2022-12-10,15403
2022-12-09,13282
2022-12-08,16673
2022-12-07,14756
2022-12-06,18681
2022-12-05,0
2022-12-04,236
2022-12-03,1425
2022-12-02,11177
2022-12-01,17018
2022-11-30,15063
2022-11-29,10080
2022-11-28,10413
2022-11-27,11023
2022-11-26,11378
2022-11-25,19020
2022-11-24,7560
2022-11-23,11131
2022-11-22,12673
2022-11-21,9846
2022-11-20,13609
2022-11-19,6276
2022-11-18,21292
2022-11-17,9826
2022-11-16,7778
2022-11-15,9524
2022-11-14,19705
2022-11-13,14913
2022-11-12,11222
2022-11-11,20079
2022-11-10,7681
2022-11-09,16120
2022-11-08,12049
2022-11-07,10373
2022-11-06,9858
2022-11-05,5078
2022-11-04,14212
2022-11-03,5950
2022-11-02,10439
2022-11-01,3764
2022-10-31,10462
2022-10-30,4141
2022-10-29,5548
2022-10-28,15852
2022-10-27,17545
2022-10-26,6413
2022-10-25,6409
2022-10-24,10987
2022-10-23,10382
2022-10-22,6040
2022-10-21,5527
2022-10-20,8632
2022-10-19,6631
2022-10-18,11192
2022-10-17,9135
2022-10-16,16216
2022-10-15,8397
2022-10-14,13883
2022-10-13,5262
2022-10-12,3104
2022-10-11,8257
2022-10-10,8259
2022-10-09,2504
2022-10-08,4238
2022-10-07,9507
2022-10-06,15079
2022-10-05,12122
2022-10-04,10864
2022-10-03,14698
2022-10-02,15458
2022-10-01,10597
2022-09-30,16609
2022-09-29,16257
2022-09-28,8677
2022-09-27,13566
2022-09-26,13409
2022-09-25,19990
2022-09-24,9060
2022-09-23,7962
2022-09-22,3287
2022-09-21,4219
2022-09-20,5750
2022-09-19,344
2022-09-18,2540
2022-09-17,10429
2022-09-16,14514
2022-09-15,18421
2022-09-14,21874
2022-09-13,10382
2022-09-12,8530
2022-09-11,16706
2022-09-10,18579
2022-09-09,13640
2022-09-08,5672
2022-09-07,7590
2022-09-06,9805
2022-09-05,11182
2022-09-04,15397
2022-09-03,10645
2022-09-02,8112
2022-09-01,18251
2022-08-31,15360
2022-08-30,19274
2022-08-29,19306
2022-08-28,15797
2022-08-27,14113
2022-08-26,19071
2022-08-25,13011
2022-08-24,12348
2022-08-23,22937
2022-08-22,11540
2022-08-21,23409
2022-08-20,7451
2022-08-19,15375
2022-08-18,15931
2022-08-17,11060
2022-08-16,27788
2022-08-15,12667
2022-08-14,19897
2022-08-13,15950
2022-08-12,27713
2022-08-11,6520
2022-08-10,19987
2022-08-09,15018
2022-08-08,18145
2022-08-07,19602
2022-08-06,9606
2022-08-05,16463
2022-08-04,20745
2022-08-03,18779
2022-08-02,11421
2022-08-01,10508
2022-07-31,34172
2022-07-30,6300
2022-07-29,20376
2022-07-28,12651
2022-07-27,2624
2022-07-26,837
2022-07-25,346
2022-07-24,447
2022-07-23,478
2022-07-22,19621
2022-07-21,13055
2022-07-20,14545
2022-07-19,16348
2022-07-18,19785
2022-07-17,7491
2022-07-16,10871
2022-07-15,9967
2022-07-14,12080
2022-07-13,14963
2022-07-12,11579
2022-07-11,20049
2022-07-10,4122
2022-07-09,13342
2022-07-08,6311
2022-07-07,25364
2022-07-06,8899
2022-07-05,22391
2022-07-04,8752
2022-07-03,25439
2022-07-02,8066
2022-07-01,20772
2022-06-30,7719
2022-06-29,19470
2022-06-28,17547
2022-06-27,10005
2022-06-26,11650
2022-06-25,12212
2022-06-24,6683
2022-06-23,12047
2022-06-22,18895
2022-06-21,11596
2022-06-20,19704
2022-06-19,21073
2022-06-18,1633
2022-06-17,12604
2022-06-16,26182
2022-06-15,11455
2022-06-14,18032
2022-06-13,6895
2022-06-12,19263
2022-06-11,20907
2022-06-10,11661
2022-06-09,16075
2022-06-08,5155
2022-06-07,14812
2022-06-06,7756
2022-06-05,7265
2022-06-04,8312
2022-06-03,5115
2022-06-02,5039
2022-06-01,137
2022-05-31,3792
2022-05-30,1979
2022-05-29,5197
2022-05-28,4251
2022-05-27,9725
2022-05-26,28278
2022-05-25,13287
2022-05-24,13813
2022-05-23,18871
2022-05-22,6142
2022-05-21,1128
2022-05-20,374
2022-05-19,11124
2022-05-18,2801
2022-05-17,13306
2022-05-16,11494
2022-05-15,6424
2022-05-14,7573
2022-05-13,15704
2022-05-12,10326
2022-05-11,10226
2022-05-10,13575
2022-05-09,14439
2022-05-08,6945
2022-05-07,4799
2022-05-06,2300
2022-05-05,686
2022-05-04,1369
2022-05-03,3139
2022-05-02,8085
2022-05-01,2300
2022-04-30,240
2022-04-29,12968
2022-04-28,9818
2022-04-27,16833
2022-04-26,13423
2022-04-25,23253
2022-04-24,26092
2022-04-23,6948
2022-04-22,10492
2022-04-21,17549
2022-04-20,25121
2022-04-19,13025
2022-04-18,12553
2022-04-17,560
2022-04-16,15963
2022-04-15,15534
2022-04-14,6660
2022-04-13,20918
2022-04-12,13112
2022-04-11,29566
2022-04-10,18544
2022-04-09,16603
2022-04-08,12813
2022-04-07,18797
2022-04-06,6451
2022-04-05,10533
2022-04-04,14869
2022-04-03,21809
2022-04-02,6954
2022-04-01,10598
2022-03-31,20796
2022-03-30,12921
2022-03-29,4686
2022-03-28,18310
2022-03-27,7775
2022-03-26,12470
2022-03-25,13198
2022-03-24,22550
2022-03-23,14174
2022-03-22,3758
2022-03-21,18304
2022-03-20,20943
2022-03-19,6631
2022-03-18,13490
2022-03-17,20288
2022-03-16,7723
2022-03-15,7946
2022-03-14,14277
2022-03-13,14310
2022-03-12,6727
2022-03-11,6502
2022-03-10,13135
2022-03-09,10708
2022-03-08,8271
2022-03-07,22801
2022-03-06,13984
2022-03-05,8192
2022-03-04,6325
2022-03-03,296
2022-03-02,7059
2022-03-01,13324
2022-02-28,14330
2022-02-27,15222
2022-02-26,11402
2022-02-25,16977
2022-02-24,7295
2022-02-23,9562
2022-02-22,7373
2022-02-21,8985
2022-02-20,4952
2022-02-19,15257
2022-02-18,2561
2022-02-17,21392
2022-02-16,11865
2022-02-15,8482
2022-02-14,20270
2022-02-13,5378
2022-02-12,18928
2022-02-11,15461
2022-02-10,20610
2022-02-09,10827
2022-02-08,12338
2022-02-07,7830
2022-02-06,14329
2022-02-05,7140
2022-02-04,7942
2022-02-03,20060
2022-02-02,8697
2022-02-01,6557
2022-01-31,9424
2022-01-30,11173
2022-01-29,2971
2022-01-28,11855
2022-01-27,12786
2022-01-26,10533
2022-01-25,11508
2022-01-24,12916
2022-01-23,6155
2022-01-22,2764
2022-01-21,20990
2022-01-20,20003
2022-01-19,1984
2022-01-18,18798
2022-01-17,13014
2022-01-16,12154
2022-01-15,15363
2022-01-14,19133
2022-01-13,15103
2022-01-12,10316
2022-01-11,13965
2022-01-10,22825
2022-01-09,13486
2022-01-08,3140
2022-01-07,10267
2022-01-06,12254
2022-01-05,12511
2022-01-04,7994
2022-01-03,13803
2022-01-02,6495
2022-01-01,19172
2021-12-31,1396
2021-12-30,1202
2021-12-29,2396
2021-12-28,8446
2021-12-27,584
2021-12-26,1185
2021-12-25,1664
2021-12-24,6672
2021-12-23,13130
2021-12-22,7670
2021-12-21,17143
2021-12-20,8602
2021-12-19,15646
2021-12-18,1108
2021-12-17,6134
2021-12-16,21404
2021-12-15,7692
2021-12-14,14578
2021-12-13,7711
2021-12-12,17468
2021-12-11,1730
2021-12-10,6538
2021-12-09,9534
2021-12-08,11656
2021-12-07,12281
2021-12-06,13717
2021-12-05,15067
2021-12-04,15783
2021-12-03,10190
2021-12-02,12272
2021-12-01,12150
2021-11-30,23187
2021-11-29,12878
2021-11-28,15802
2021-11-27,17875
2021-11-26,12123
2021-11-25,8945
2021-11-24,11835
2021-11-23,14437
2021-11-22,18864
2021-11-21,9289
2021-11-20,1543
2021-11-19,17425
2021-11-18,19183
2021-11-17,17912
2021-11-16,4966
2021-11-15,17078
2021-11-14,13216
2021-11-13,15269
2021-11-12,14645
2021-11-11,8840
2021-11-10,15535
2021-11-09,19493
2021-11-08,12274
2021-11-07,15719
2021-11-06,8961
2021-11-05,11432
2021-11-04,10874
2021-11-03,11384
2021-11-02,8424
2021-11-01,7666
2021-10-31,3255
2021-10-30,21201
2021-10-29,11890
2021-10-28,18972
2021-10-27,12380
2021-10-26,15456
2021-10-25,13242
2021-10-24,15231
2021-10-23,14912
2021-10-22,14715
2021-10-21,12731
2021-10-20,12300
2021-10-19,21216
2021-10-18,13146
2021-10-17,26509
2021-10-16,7780
2021-10-15,19281
2021-10-14,15779
2021-10-13,16821
2021-10-12,12111
2021-10-11,21700
2021-10-10,8256
2021-10-09,10015
2021-10-08,13162
2021-10-07,9486
2021-10-06,12024
2021-10-05,19877
2021-10-04,11673
2021-10-03,22792
2021-10-02,7724
2021-10-01,8932
2021-09-30,14373
2021-09-29,17213
2021-09-28,8036
2021-09-27,15521
2021-09-26,27128
2021-09-25,9332
2021-09-24,21571
2021-09-23,18407
2021-09-22,13298
2021-09-21,22459
2021-09-20,7033
2021-09-19,5631
2021-09-18,1562
2021-09-17,12991
2021-09-16,13299
2021-09-15,14938
2021-09-14,12202
2021-09-13,23436
2021-09-12,19071
2021-09-11,21756
2021-09-10,17438
2021-09-09,21660
2021-09-08,19861
2021-09-07,23046
2021-09-06,8228
2021-09-05,3034
2021-09-04,3661
2021-09-03,7315
2021-09-02,15006
2021-09-01,17058
2021-08-31,6799
2021-08-30,15655
2021-08-29,6044
2021-08-28,8837
2021-08-27,21697
2021-08-26,18088
2021-08-25,16228
2021-08-24,18619
2021-08-23,15583
2021-08-22,12236
2021-08-21,19822
2021-08-20,12353
2021-08-19,16977
2021-08-18,25634
2021-08-17,17884
2021-08-16,27603
2021-08-15,12956
2021-08-14,14279
2021-08-13,13482
2021-08-12,17606
2021-08-11,19885
2021-08-10,27078
2021-08-09,14697
2021-08-08,7859
2021-08-07,8110
2021-08-06,9532
2021-08-05,11905
2021-08-04,15813
2021-08-03,16383
2021-08-02,13925
2021-08-01,5999
2021-07-31,8237
2021-07-30,11029
2021-07-29,19493
2021-07-28,18632
2021-07-27,6740
2021-07-26,22465
2021-07-25,12453
2021-07-24,930
2021-07-23,571
2021-07-22,15129
2021-07-21,16309
2021-07-20,15930
2021-07-19,10068
2021-07-18,14626
2021-07-17,14728
2021-07-16,16414
2021-07-15,11586
2021-07-14,17587
2021-07-13,17915
2021-07-12,13086
2021-07-11,20374
2021-07-10,8428
2021-07-09,17417
2021-07-08,23751
2021-07-07,14270
2021-07-06,19558
2021-07-05,12726
2021-07-04,11874
2021-07-03,7702
2021-07-02,11485
2021-07-01,20489
2021-06-30,12447
2021-06-29,14459
2021-06-28,12368
2021-06-27,7612
2021-06-26,10926
2021-06-25,11463
2021-06-24,11030
2021-06-23,10747
2021-06-22,12656
2021-06-21,10820
2021-06-20,9327
2021-06-19,1155
2021-06-18,3063
2021-06-17,6685
2021-06-16,6587
2021-06-15,13457
2021-06-14,5935
2021-06-13,7434
2021-06-12,7192
2021-06-11,11860
2021-06-10,19185
2021-06-09,538
2021-06-08,25108
2021-06-07,12891
2021-06-06,5696
2021-06-05,13378
2021-06-04,12507
2021-06-03,23252
2021-06-02,14476
2021-06-01,26490
2021-05-31,17107
2021-05-30,27128
2021-05-29,11465
2021-05-28,7136
2021-05-27,15042
2021-05-26,10986
2021-05-25,11650
2021-05-24,15077
2021-05-23,8812
2021-05-22,2841
2021-05-21,16833
2021-05-20,17149
2021-05-19,5751
2021-05-18,11867
2021-05-17,11234
2021-05-16,1390
2021-05-15,8916
2021-05-14,8891
2021-05-13,16680
2021-05-12,11501
2021-05-11,13115
2021-05-10,14858
2021-05-09,3656
2021-05-08,3118
2021-05-07,14917
2021-05-06,14795
2021-05-05,11582
2021-05-04,10761
2021-05-03,20134
2021-05-02,19275
2021-05-01,3957
2021-04-30,18649
2021-04-29,11591
2021-04-28,11739
2021-04-27,23121
2021-04-26,17459
2021-04-25,20683
2021-04-24,12305
2021-04-23,16395
2021-04-22,14388
2021-04-21,5493
2021-04-20,19083
2021-04-19,17308
2021-04-18,11573
2021-04-17,5938
2021-04-16,19898
2021-04-15,8969
2021-04-14,13536
2021-04-13,18427
2021-04-12,11908
2021-04-11,11818
2021-04-10,17817
2021-04-09,12014
2021-04-08,10459
2021-04-07,17835
2021-04-06,14946
2021-04-05,17737
2021-04-04,11613
2021-04-03,15913
2021-04-02,15775
2021-04-01,10025
2021-03-31,12517
2021-03-30,13570
2021-03-29,16117
2021-03-28,11345
2021-03-27,8002
2021-03-26,8859
2021-03-25,13064
2021-03-24,12745
2021-03-23,11491
